original_text,source,pornografi,sara,radikalisme,pencemaran_nama_baik
Nanti kalian di-goblok-in sama @ucu_agustin br tau! RT @ridzki_n: RT @krishnazaki: sono kalo mo occupy2an ke papua sono occupy freeport!!!,twitter,0,0,0,0
Pengen nangis ga bisa ikut ke london :( ngentot lo semua yg dibolehin ngabisin 36 juta ama bonyok buat the ultimate football trip -_-,twitter,1,0,0,0
Foto Memek Abg Sma Mesum Terbaru: Foto Memek Abg Sma Mesum Terbaru – Buat para sobat muda yang pengen l... http://bit.ly/1TdVqf4  #ngewe,twitter,1,0,0,0
"Ayuk kan jihad ,RT @Putleyculey: Bunuh aja dia yuk bang RT @zhariefahza: Yaiyalah gadis anjing keg dia ngejelikin agama org,agama dia ntaj",twitter,0,1,1,1
Kerjaannya Kaum Sumbu Pendek Al-Bumidatari: Bakar Petasan dianggap Kafir. Yang Bakar Bom dianggap Hero. Paham? Lalu ngamuk kl dicap Radikal dll. Maklumlah mereka otaknya kepenuhan micin  @sahaL_AS #FPI #banionta #banimicin #bumidatar #kaumdasterpic.twitter.com/3KdVzUzL7o,twitter,0,1,1,1
"Org ini kafir,iri sm bali RT @kata2Nyesek: Pendapat kalian? RT @mochbarry: Di bln yg sm brp thn lalu bali d guncng bom, skrg di guncng gemp",twitter,0,1,1,1
"Krna itu sangat penting bahwa elemen umat yg bergerak di dua arus ini (Kultural & struktural) harus saling bertemu, berkomunikasi #khilafah",twitter,0,0,1,0
"Ya elah...pake nanya. Tuh pake mayat ga di solatin kalau milih kafir, pak Jarot di usir masuk mesjid, pake wisata al maidah tu bkn negatif ?",twitter,0,1,1,1
"lah? kok hebat ('-')?? RT @virliavie: wuiih hebat ya?ckck HAHA RT @inigylangya: punyalah kak, bulu ketek gue aja lebat apalgi jembut?",twitter,1,0,0,0
Pak saya setuju kalo pak jadi gubenur karena kerja pak sangat bagus kerena kerja pak basuki tegas keluarga kami mendukung pak basuki,twitter,0,0,0,0
"Knp nggak rame2 bilang rekayasa  sprti pas trjd bom di surabaya..
Bisa jadi krn korban bukan dari golongannya
Yg di targetkan kafir dan polisi

Pihak bengkel sudah memberi klarifikasih klo mobil terbakar karna akinya pak??

Jgn krn ada unsur politik bpk bilang*peledakan*",twitter,0,1,1,1
"Pengimbasan2 senjatapi,bom,dadah,penyeludupan aset2 berharga dll wajib diperincikan keseluruhannya diairport,disemua persempadanan,dikawal ketat dilorong2tikus,didermaga2perkapalan,kapal2selam negara2 kafir yg membawa aset2haram itu ke Singapura untuk pengedaran merentas sempadan",twitter,0,1,1,1
"Kalo kafir harbi dlm perang boleh dibakar dg bom dll. Kalo Qishas sy blm paham "" @iboy_10: @AchyatAhmad @kangjupri @ulil Mksd saya dgn ...""",twitter,0,0,0,0
"""Kaga masuk diakal kite kalo suara seorang penista agama yg dah dikutuk ame umat islam suara nye bisa tinggi, emang sengaja ditinggiin tuh""",twitter,0,1,0,1
"Kata2 beliau memang benar bahwa ""tegakkan khilafah adalah melanggar UUD'45"". Tpi dengan menyisipkan gambar itu, value kebenaran dri gambar itu bertambah, apalagi itu diucapkan oleh seorang profesor.. Kan org liatnya gitu.",twitter,0,0,1,0
"iya sih :D tapi melihat video di atas seolah2 tergambarkan dalam nurani ini yang melakukan tendangan itu layaknya NKRI yg perkasa, sedangkan yg terlempar itu Racun Khilafah yg harus dibumi hanguskan!",twitter,0,0,0,0
"hello @jimmi92705000  heyy..follow @thePOWERofABG yaa guys.. Hmmm,, enak bgd abis ngewe ma anak SMA. Memek sempit, gak ada bulu lg, t...",twitter,1,0,0,0
"Red Monkey Red Monkey, udh to the point ajlah lu monyet merah gk laku kan d.jkt jd nyosor ke.mdo! Halaah payaah lo gk kreatif, ke papua sna.",twitter,0,0,0,0
"DuniaSex19: Cerita Dewasa - Nikmatnya Tubuh Keponakanku Yang B... http://duniasex19.blogspot.com/2018/08/cerita-dewasa-nikmatnya-tubuh-keponakanku-yang-baru-menikah.html?spref=tw …
#MEMEKBASAH #memekbecek #MemekSempit #memekjanda #bokepindo #bokepjav #bokepjepang #bokepbarat #mesumabg #ngentotmemek #ngentotjanda #ngentotabg #ngentotmahasiswi #CeritaHot #ceritangesekspic.twitter.com/GRGNev76Mh",twitter,1,0,0,0
"raja salman pas kesini tuh lagi rame ramenya ganyang cina gegara 212. apa yang dirasa ya begitu tau raja nya abis kunjungan ke RI itu langsung ke tiongkok, teken kerjasama bareng xin jinping, udah cina, komunis lagi.",twitter,0,1,1,1
"mana brani haha RT @Mossad35: Syiah Sampang diusir dan dibilang kafir, trus kpn nih Iran yg negara Syiah kita usir dan kita bilang kafir? :p",twitter,0,1,1,1
"Pernyataan Resmi Imam Besar FPI
Ketua Dewan Pembina GNPF MUI
Habib Rizieq Syihab

https://medium.com/@DPP_LPI/pernyataan-resmi-imam-besar-front-pembela-islam-ketua-dewan-pembina-gnpf-mui-habib-muhammad-rizieq-e591a58d0a83 …
https://soundcloud.com/dpp_fpi/pernyataan-habib-rizieq-syihab … (audio)
•pic.twitter.com/6ZGSATFkdB",twitter,0,0,0,0
@TanteMarshaa taan ayo nunGging q gak tahan liat memek qm nganggur ingin q masuk in kontol q sambil remas 2x tetek qm,twitter,1,0,0,0
"Menu Sahur: Quacker oat d campur irisan pisang sma roti marie d remas"" & d akhiri dg susu. . . Butuh bnyak energi... http://fb.me/1P0nX1BwR ",twitter,1,0,0,0
"Klo dy jadi presiden, w bunuh smua huana dulu wkwkwk RT @Fedrick_Tan: Kalo si Farhat jadi Presiden , orang Cina ma kena ganyang --""",twitter,0,1,1,1
"Senengnya jika semua sudah satu pemikiran, 1 perasaan, 1 aturan. Maka tidak was-was lagi dgn dosa. terapkan syariat Islam, Tegakkan khilafah",twitter,0,0,1,0
"Liburan tadi pagi..

#memek #memekbecek #memektante #memekabg #memekjanda #memeksempit #toge #toket #toketgede #semok #montok #mulus #ngentot #ngewe #sange #horny #bispak #bisyar #binal #jablay #kimcil #sexy #seksi #seksbebas #bohay #jakarta #bali #bandung #ahokpic.twitter.com/YrzTcLLZyC",twitter,1,0,0,0
"HTI setuju dengan khilafah. Artinya, dengan bukti yang diajukan tersebut maka sesungguhnya HTI harus taat dengan Pancasila dan UUD. Tapi di lapangan mereka tidak konsisten.
#HTITetapBubar",twitter,0,0,1,0
kalo lagi horny gini suka ngeracau di ranjang sambil nyodok2 memek sendiri sambil ngluarin kata2 kontol kontol kontol ouggghh nikmat,twitter,1,0,0,0
yaelah smoga aja Papua gk jd pisah dri Indonesia! gmn mereka gk marah SDA mereka diambilin banyak tanpa dapt keuntungan -_-,twitter,0,0,0,0
"Syiah Sampang diusir dan dibilang kafir, trus kpn nih Iran yg negara Syiah kita usir dan kita bilang kafir? :p",twitter,0,1,1,1
"Jangnlah menjadi kertas yg tidak akan kembali sempurna ketika d remas,
     Jadilah tetek walaupun d remas akan tetap indah dn ngegemesin...",twitter,1,0,0,0
"Lu dong""@meutiia: Alay papua haha""@Allyansyah: Yg bego sapa?""@meutiia: Si aly mah kl nglawak suka maksud,tp goblok kocak hahahahaha",twitter,0,0,0,0
"""Jika lo bisa menceritakan kembali kalimat2 yg dilontarkan Anies di @MataNajwa dgn bahasa lo sendiri, lo luar biasa. #MataNajwaDebatJakarta""",twitter,0,0,0,0
"Papua jg indonesia,biarkan mrk menuntut ilmu di pulau jawa,mrk manusia bukan monyet,mereka saudara kt. Being rasis is not indonesian people.",twitter,0,0,0,0
"@GPAnsor_Satu harus ikut 2019tetap joko juga melanggar hukum, capres ada 2, bebas 2019 mau ganti atau tetap... jangan pake nuduh khilafah lah.. yg lain nuduh komunis gak boleh...",twitter,0,0,1,0
"STREAMING JAV JEPANG PEMBANTU KU HOT
http://pasukansangek.com/nonton-bokep-pembantuku-yang-hot/ …
#memek #ngentot #sangek #enak #seks #kontol #abg #pentil #payudara #blowjob #horny #bdsm #horny #ngewe #sepong #amoy #birahi #enak #nikmat #crot #kontol #doggystyle",twitter,1,0,0,0
Lagian si Rudy Adytia monyet gak pernah ke papua sok berani berani bikin hoax harga BBM di papua ..biar dia rasain di penjara..itu akibat benci jokowi..mampus lu Rudy monyet ,twitter,0,0,0,1
@soyasoyamilk tng aja say. ahhh memek kamu sempit bgt say... nikmaaatt... *sambil ngegoyang kontol dlm memek* gmn say? enak kan?,twitter,1,0,0,0
"mending jd kafir aja mas,sama aja ""@FullRamadhani: ente banyak dosa..?? gabung FPI yuk.?? bonus bom unyu utk 100 fendaftar fertama lhoh..",twitter,0,1,1,1
Yuuuu... RT @ariemaduddin: SIAP! :D RT @AryRahmadya: Heh ketek acemm..jembut lebat pada mau ngaco kagak neh mlm.. @ariemaduddin @fiyussa,twitter,1,0,0,0
@nadia_sexy sayang aq ga punya ym km aja sni biar aku jilatin memek basah merah merekah km ampe bersih sreuup2 ahay enak,twitter,1,0,0,0
Otak dongkol memang trada hub sx fpi dngn persipura hahha otak mati nih papua tra maju krna org2 macam kau goblok eee,twitter,0,0,0,1
Udah bukan Khilafah harga mati dong LOL :)) RT @qitmr: Kemenangan netijen atas di suspend nya akun twitter HTI harus dirayakan dengan hestek,twitter,0,0,1,0
"Mungkin maksudnya konteks nya ya Sobat?? Tapi meskipun Kathedral tdk pernah menghina, pernah jg di bom khan ya; kami kafir diajar mengasihi https://twitter.com/autoaway/status/786900073477083137 …",twitter,0,0,0,0
"Mereka (PKS, FPI, FUI) cuma ngerti ""itu rumah ibadah kafir, jgn kasih izin, bakar dan usir mereka dari komplek kita"". Itu aja ulah PRAHARA.",twitter,0,0,0,0
"Mimpi jakarta rusuh lg pada ganyang cina lg, gara2 mrn liet video si ahok marahin staffnya.. haduhhh2.. mudah2an tidak ap2..",twitter,0,1,0,0
"Mau say :* RT @NellaHihi: Mau tetek ku gak? Sini kecup tetek ku, remas remas terus ahhh RT @CSange: Hai juga:* RT @NellaHihi: @CSange hai..",twitter,1,0,0,0
Blng mko klo kau yg mau latta ki hahahaRT @arianggaa: sama ini mko @fakhrihusni hahaha RT @dewasadewa: Anjing gw sange banget pengen ngentot,twitter,1,0,0,0
"teror bom bkn lg dtujukan pd simbol2 kafir barat, tp d solo lbh horisontal, tujuannya mmcah belah prsatuan, bkn tipikal teroris @malikridwan",twitter,0,1,1,1
"@BNPTRI @CCICPolri @rudiantara_id @kemkominfo 
Seperti inilah para pendukung ISIS & Khilafah di Indonesia merekrut anggota baru sampai menciptakan pelaku aksi BOM Bunuh Diri. Yg sebelumnya Pelaku sudah dihipnotis disugesti utk melakukan aksi BOM Bunuh Diri tanpa disadari Pelaku. pic.twitter.com/jNirVRyrqi",twitter,0,0,0,0
RT @lizanasution: Ngeri banget. -__-T @adiprima: Anjeng kau babiRT @memetetek: @adiprima mau gue sepong ga kontol lo ngentot yuk gua lg,twitter,1,0,0,0
"Janganlah menjadi kertas yang tidak akan kembali sempurna setelah di remas, Jadilah TETEK! walaupun diremas akan tetap indah dan nggemesin",twitter,1,0,0,0
"Besok2 kau remas tetek binik org, kau bilang pula kepencet RT @tifsembiring: Habis deh W3h di bully, gara2 kepencet <ikuti> akun aduan orang",twitter,1,0,0,0
"Malu2in km mau ngebom? Kamu kafir kah muslim? @IKIINNN: @AR_adelita Ini segitunya kamu kampret -__-' mau ada berita bom bali III kah ini?""",twitter,0,0,0,1
itu okta yangRT @cichapcus ngomongnya....-_- RT @immdnthrq: RT @ookta15: Bangsat dah lu semua pengen gua bantai aja deh ngentot lu,twitter,1,0,0,0
@HeryantoJoko @absolutia @harismz @BRiEL @BeritaSahih waduh iya...yg di kalbar hsl sementara menang kafir yg kmrn usir FPI dr Ponti #uhuk,twitter,0,0,1,0
"BAHAN COLI 
#bokepsemi #bokepindo #sepong #amoy #bisyar #lonte #jablay #crot #igo #amoysange #panlok #sange #ngewe #memek #tante #ngentot #sex #janda #sexy #bispak #birahi #toket #puting #jilmek #seks #kontol #SANGE_AAAAAAAAAAHpic.twitter.com/KjqB0mhK4z",twitter,1,0,0,0
"@Riski__Angga | Bom molotovnya sudah siap bray? Besok hari jum'at, gantinya bunuh orang kafir malam ini, kita ngebom kampus yuk? :D",twitter,0,0,1,1
"mending di bandara,noh pak djarot nota bene muslim di teriakin kafir dan usir dr masjid oleh kaum kalian,mayat aja di musuhin.hukum karma bos itu namanya,",twitter,0,0,0,0
"sedikit2 blg orang nistain agama dia. lah mereka kemarin teriak2 ganyang Cina, skrg teriakin Dayak, itu gak nistain suku orang???",twitter,0,1,0,1
"Wah, kafir! Di bom aja! kita mati syahid,di surga bisa nganu ama bidadari | wah,bidadarinya bisa siganti ma nabi yusub ga cyiin #MahoRadikal",twitter,0,1,1,1
"Miluan moal? Ke meunang indomie, jihad! RT @ZulfikarZein: goblog RT @FikriNugraha12: Cita cita hari ini? Bunuh dosen, ayo kebiri! Ayo",twitter,1,0,1,1
"Lek jembut, rapi ala punk style yud. Hhha :D ben lebat bulu iki, RT @YDHFHMY: @docky_OQ jembut wes bersih? Lah lapi nyukur bulu kaki?",twitter,1,0,0,0
"Sumpah anak belakang seruseru banget ngerjain guru ngecak'n di cengin, guru masuk di katain kafir keluar di usir wkwk",twitter,0,0,1,0
Apakah di Timur tengah dan ISIS jihad=saling bunuh sesama muslim.jihad=Bom bunuh diri.jihad=bunuh kafir .apakah maaf ajaran AQ juga?????,twitter,0,1,1,1
"@rockAriot mas , tp Nabi berperang krn nabi di usik , di usir dr rmh nya, di cap kafir dan di provokasi loeh. and perang itu ad aturan ny :D",twitter,0,0,1,0
"Ketika sy tanya, ""kenapa Khilafah harus dipertentangkan dgn Syariah? Ini ideologi mana lagi? Scr logika ga masuk."" Langsung sy di remove.",twitter,0,0,0,0
"Pendiritaan sapi jantan itu berat! Bayangin aja, gimana rasanya liat tetek pacarnya diremas remas sama orang lain? Pasti sakit! Sakittttt",twitter,1,0,0,0
Tol di atas laut sudah ada di bali..tapi ya goblok juga kalo mikir nya ada tol dari aceh sampe papua,twitter,0,0,0,0
ines bisa layanin pijet plus plus daerah sumbar - riau hubungi aja +62823-9111-5459 #bispak #memek #kontol #padang #riau #janda,twitter,1,0,0,1
"Supporter Spanyol-belanda bentrok di manokwari, papua. Maen bolanya di Afsel, rusuhnya di Indonesia. Ada yg lebih goblok dari ini ngga?",twitter,0,0,1,0
"Islam demo... Makaaarrrrr.... Islam menuntut keadilan.. Anti NKRI,. Eh goblok ini papua yg udh jelas makar malah pada ngumpet tuh cebong ",twitter,0,1,0,1
"bener emang, ga ada yg salah dgn reuni kumpulan orang2 yg bawa2 spanduk gantung ganyang& cina kafir. sure no problem. dijamin negara. https://twitter.com/ubegebe1/status/935876405514051586 …",twitter,0,1,1,1
Enak aja mau di lepasin ..wow cina kampret akan ad waktunya kamu di ganyang berani menghina bangsa indonesia ini https://twitter.com/makLambeTurah/status/999504541249765376 …,twitter,0,1,1,1
"@pelolen Ntah.. Demon"" gitu, malah ad yg bilang ganyang Cina. Mank apa salah org Tionghoa naiknya bbm tuh -.- Rasis kali Medan ini -.-",twitter,0,1,0,0
"Pengen memek yang sempit..ah.ah.. RT @Sar_aaahh: Pengen kontol... RT @DinaAkila Gw pasang PP toket banyak yg mention pengen ngemut, gw pasan",twitter,1,0,0,0
"""Jangankan mahasiswa yg disusupi ideologi komunis, ulama aspal yg menyusup kedalam ormas agama sekalipun, harus dibasmi. Kita harus awas, penyusup (komunis 98) yg justru mempropagandakan ganyang cina, beslah, bakar, sampai rakit bom (baca ""kuda troya komunis prev nisa cs)""
#alifhttps://twitter.com/BBCIndonesia/status/1023012582154817539 …",twitter,0,0,0,0
mantaaapp :D RT @youthdha Eeaaaaaa! :D RT @herlykizhibDUA: a.k.a sangat pengen ngewe kah? :D RT @youthdha SAya NGantuk dEh. Disingkat #SANGE,twitter,1,0,0,0
"Mana nih berita banjir bandang di Papua yg udh menewaskan 60-an orang??? Wajar aja mreka minta pisah dari RI, kita terkesan krg pduli...",twitter,0,0,0,0
"Ih gua mah ngasih semangat ke manusia, bukan monyet papua hahahaha V RT @dullatif: pastinya net RT @inethaha: Semangat latihan H-3!!!!!!!!",twitter,0,0,0,0
"14.Cornelis memang Kafir (dlm sudut pandang Islam), pertanyaannya: adakah satu ulama selama hampir 10 tahun memimpin yg di USIR Cornelis?",twitter,0,0,0,0
Dasar indo goblok kok kebacut.. Kok yo baru sadar lek papua akeh pemain sepakbola sing enak.. Lapo naturalisasi yo podo ngewes e..,twitter,0,0,0,1
"wah bikin sange ni mainan nya kipas 
pic.twitter.com/8KW68CIv3A
Full Movie : https://bit.ly/2N4kM29 
#bokep #bokepindo #bokepjepang #bokepsma #bokepjav #bispak #bisyar #memekbasah #janda #tantegirang #ceweknakal #openbo #cewekbookingan #ngentot #ngewe #videomesum #abgsange",twitter,1,0,0,0
Cerita 17 tahun www bokep com: 3gp Video Bokep 17Tahun Cewek Bule Cakep Toge tapi Memek Sempit. pertamanya saya ... http://bit.ly/eaKD7R,twitter,1,0,0,0
"Jadi sesuai judulnya gua mau mau berbagi cerita tentang acara new year party taun lalu di rumah Dara ( @MINAETR ) bersama temen-temen gua Deana( @KJENNIEETR ), dan Kathlien ( @YEWONETR ).

Gua sama temen temen gua ini tergabung dalam kelompok REMAS SUSU. REmaja MASjid SUka SUka pic.twitter.com/e8DodD4PTD",twitter,1,0,0,0
"Orang papua dikuliahin jauh2 di yogya cm bs buat rusuh,nambah pinter engga,makin goblok iya...enaknya gmn?… — https://path.com/p/1PFhFt ",twitter,0,1,0,1
Usir faham islam fpi di pulau Kalimantan/Borneo mereka yg suka bikin permusuhan di negara indon fpisering mengatakan Agama lain kafir,twitter,0,1,1,1
Kalo gtu ayo satukan kontolku n memekmu hehe RT @renavina: Selamat pagi kontol dan memek. Segeralah bertemu dan menyatu jika ingin bahagia.,twitter,1,0,0,0
tragedi bom bali apa masih teringat di memori bli? RT @JRX_SID: Gapapa kafir yg penting tidak sepilis dan bikin bom RT @alvin_depresi: agam,twitter,0,1,1,1
"Sini ak gosokin tan..""@dua_delapan28: Ahhhhh...sange neh mulai neh basah memekq gara2 liat kontol besar itu...gosok2 memek az ahhhhh""",twitter,1,0,0,0
arab tangkap ulama provokator radikal&mau rubah jd islam moderat ga haram berkawan dgn cina kafir&ikut merayakan Natal.e Ormas islam radikal INd malah mau ganti Pancasila jd kilafah.&MUI haramin natal.kilafah hobi perang.jihadnya bom bunuh diri&jd budak sex,twitter,0,1,1,1
"Kafir sih om, emang ga ada orang kuat di DKI yg bisa usir AHOK? ""@MustofaNahra: NGERI Sekali Teman2 Ahok Ini http://www.tempo.co/read/news/2015/05/08/064664539/VIDEO-Rumah-33-WNA-di-Cilandak-Itu-Markas-Cyber-Crime …""",twitter,0,1,1,1
"@dedeandrrea @Rndrasyuhda iyaa dia tu kafir de sholat jumat aja koler diaa apalagi puasa,usir aja kalau dia kermahmu ngajak makan de wkwk",twitter,0,1,1,1
"Makanya “Khilafah” kere model ISIS cuma pakai pion2 bloon bikin serangan bunuh diri aja.

Kacaunya banyak orang bloon dari Indonesia yang percaya omongan genk Timteng ttg “Khilafah” yang gak jelas.",twitter,0,0,0,0
Di JKT  ini udh dr jaman jembut sering dilanda angin&hujan lebat. Kok yaaaa ngga dipikirin sm si pembuat billboard dan dinas tata kota..,twitter,1,0,0,0
"Anjirrrr parah abis ini pir -,- RT @SyafiraKamilia: Q:memek sempit aja banyak gaya lo~~~ A:EGILA WOY INI SIAPA??? udah je... http:",twitter,1,0,0,0
"@BasherRL heh kontol, jan sok pemes lu di rp, muka kek memek, org tua lu kek monyet, agama lu aje agama kontol 38",twitter,1,0,0,0
"""ahmad dhani itu borok, sampah, babi, anjing. Saya adalah orang pertama yg sangat muak liat muka dhani dan saya berbangga.""",twitter,0,0,0,1
"Munapekk RT""@Wulanninggg: Kafir berataan""@Dheafifah: Untung kita kda d'usir =D RT @AdninKonite: Abah kafur dtg, lngsng geleng kepala mlih",twitter,0,0,1,0
hai para #cowok #pria yang suka sama #cowok #pria alias #gay #homo silahkan follow gw yah .. gw suka #hisap #sepong kontol cowok .. ayoo,twitter,1,0,0,0
"surabaya

http://bit.ly/2OjnVrJ 
#cewekbugil #memekbasah #vagina #memektembem #duniamalam
#carijodoh indo Sex vid #bokepindonesia pride sidoarjo jakarta bandung bali medan #Korean #kontol #Jomblo #ngocok #ngewe jogja brondong Malang surabayahttp://turk.aflam-king.com/5.html ",twitter,1,0,0,0
Mau dapat pahala? Ayo Report spam => @voaislam: Dayak Kafir Ndeso! Bernafsu 'Bunuh' Habib Rizieq Padahal Belum Kenal http://dlvr.it/1Bnc5w ,twitter,0,0,0,0
"Ha...ha...
Watak banci...
Kalau memang berani...
Sono ke papua...
Yang sudah jelas-jelas mau mau makar dari nkri...
Ini katanya ormas islam tapi kelakuan khok kayak setan berwujud manusia..
Dan saya yaqin isinya orang-orang goblok yg gak kenal agama...",twitter,0,0,0,1
"""AHOK KAFIR BUKAN HANYA MALING TAPI JUGA GARONG, LAHAN LAUT MILIK NELAYAN DIRAMPOK & DIRAMPAS UNTUK REKLAMASI YG MENGUNTUNGKAN CINA2 KAFIR..""",twitter,0,1,0,1
"""#jujur orang cerdas dan pintar pilih orang imam dan mampu memimpin ..bisa sholat...bisa ngaji..santun, sopan..tidak seperti babi kafir ahok""",twitter,0,1,0,1
"Sodok yg kasar say;* RT""@aryahmad4: @ratnaratnaaa udah say ak kocok2 say.... Sempit banget memek kamu cepit yang kenceng say""",twitter,1,0,0,0
aduh enak ngd di enjot sama kakak ku..trus kaka...ohh uhh ahhh...lah2..berhenti malah jilat jilat memek aku,twitter,1,0,0,0
Wajarlah di usir daripada bikin kacau. Kan kalian ngaku pancasila tapi di dukung kaum khilafah anti pancasila. Anti kafir tapi nyatanya capres yg di dukung malah si wowo yg  saudaranya aja kafir.,twitter,0,1,1,1
Ya iyalaah kriwil!... Jokowi yg kerja bener buat rakyat harus dibela. Masa' mo belain yg buron yg kabur ke Arab ? Mo belain capres gagal bolak balik ? Mo belain curut khilafah ? Belain pasukan demo masak ? ,twitter,0,0,1,0
"Informasi apa yg sedang dikerjakan pemerintah utk papua, harus sampai pada mereka informasinya, banyak masyarakat papua mendapat info yg tidak berimbang ttg upaya pemerintah membangun papua, namun kini mereka beralih infrastruktur t penting, pkoknya pisah aja, gede kali ya itunya",twitter,0,0,0,0
Papua RT @joonglea: tiba2 kangen masa kecil. dulu sering diajak ke hutan. banyak kupu2 sliweran. monyet majang. merak nyebrang tengah jalan.,twitter,0,0,0,0
"Ngaca dlu..badanmu udah besar blm (ʃ⌣ƪ) RT @mirahprnamasari: Kamu kasar ya trnyata :') RT @baranakha: Dasar cina!!! Ganyang cine loleng,cina",twitter,0,1,1,1
